5.692250691205488211e-01 4.705773246686741351e-01 4.819091417561305879e-01 4.633722065104283749e-01
1.303578456007314090e-01 1.908050718613674701e-01 1.984860821341695725e-01 4.129880332919280139e-01
2.782289753803945942e-01 3.829856410847780612e-01 2.227512405528854766e-01 2.719107228762591144e-01
6.782369301461436961e-02 8.230122804068169123e-03 3.588161680696803912e-02 3.194693289461324470e-01
5.993489696261737887e-01 4.072615429629739547e-01 4.248112220413148288e-01 3.887116482735220035e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.360932744666749739e-01 1.496421934968007739e-01 1.228200438541197509e-01 9.276977118406853906e-02
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.199353796300049013e-01 4.276290440773597434e-01 4.867448867751857366e-01 6.572161329263229712e-01
4.260422208369548658e-01 6.902931849069366965e-01 5.126234336560988591e-01 3.607409126107971598e-01
6.496440455615586362e-01 2.974902568970179129e-01 4.048276482433473267e-01 3.461614916297915401e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
5.509159899829229046e-01 5.541502952720800401e-01 8.397579898514290209e-01 5.788219121023805425e-01
7.265471363721011100e-01 9.223155698819734960e-01 7.641763818526708940e-01 7.636187037457696780e-01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
